C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\center_2019_02_10_16_21_31_374.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\left_2019_02_10_16_21_31_374.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\right_2019_02_10_16_21_31_374.jpg,0,0,0,2.574032E-05
C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\center_2019_02_10_16_21_31_444.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\left_2019_02_10_16_21_31_444.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\right_2019_02_10_16_21_31_444.jpg,0,0,0,3.136931E-05
C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\center_2019_02_10_16_21_31_512.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\left_2019_02_10_16_21_31_512.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\right_2019_02_10_16_21_31_512.jpg,0,0,0,2.684064E-05
C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\center_2019_02_10_16_21_31_583.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\left_2019_02_10_16_21_31_583.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\right_2019_02_10_16_21_31_583.jpg,0,0,0,1.564014E-05
C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\center_2019_02_10_16_21_31_651.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\left_2019_02_10_16_21_31_651.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\right_2019_02_10_16_21_31_651.jpg,0,0,0,2.498095E-05
C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\center_2019_02_10_16_21_31_722.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\left_2019_02_10_16_21_31_722.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\right_2019_02_10_16_21_31_722.jpg,0,0,0,2.704947E-05
C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\center_2019_02_10_16_21_31_792.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\left_2019_02_10_16_21_31_792.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\right_2019_02_10_16_21_31_792.jpg,-0.1,0,0,2.605439E-05
C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\center_2019_02_10_16_21_31_861.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\left_2019_02_10_16_21_31_861.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\right_2019_02_10_16_21_31_861.jpg,-0.3,0,0,2.403157E-05
C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\center_2019_02_10_16_21_31_929.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\left_2019_02_10_16_21_31_929.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\right_2019_02_10_16_21_31_929.jpg,-0.45,0,0,5.887032E-07
C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\center_2019_02_10_16_21_31_999.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\left_2019_02_10_16_21_31_999.jpg,C:\Users\patri\Documents\Python Workspace\autonomous_car_simulation\IMG\right_2019_02_10_16_21_31_999.jpg,-0.6000001,0,0,1.300566E-05
